CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
50077,0,0.36065573770491804,0,1,24.0,4,1,0.6000000000000001,0.4000000000000001,2,2,1,2,1,0.2666666666666667,0.0,0.0,0.15217391304347827,0.517062063448106
50078,0,0.11475409836065574,0,1,16.0,3,1,0.4,0.4000000000000001,4,3,1,2,1,0.4,0.125,0.06666666666666667,0.0,0.42509000276931597
50079,0,0.21311475409836067,2,1,25.0,0,1,0.6000000000000001,0.4000000000000001,2,2,0,9,1,0.2666666666666667,0.0625,0.13333333333333336,0.15217391304347827,0.3920428320871411
50080,1,0.01639344262295082,1,1,35.0,3,1,0.6000000000000001,0.4000000000000001,2,5,0,8,1,0.5333333333333333,0.0,0.0,0.0,0.5130311701898519
50081,1,0.0,1,3,33.0,5,0,0.4,0.4000000000000001,0,2,0,2,0,0.7333333333333333,0.0625,0.0,0.19565217391304346,0.5427551616972829
50082,0,0.0,2,1,14.0,4,1,0.4,0.2,3,4,1,2,1,0.33333333333333337,0.0,0.06666666666666667,0.043478260869565216,0.3793347487615003
50083,0,0.14754098360655737,0,1,24.0,0,0,0.6000000000000001,0.4000000000000001,3,2,2,2,0,0.13333333333333341,0.0625,0.0,0.15217391304347827,0.37394996769131356
50084,0,0.21311475409836067,0,1,15.0,4,1,0.6000000000000001,0.6000000000000001,2,2,0,10,0,0.20000000000000007,0.0625,0.0,0.043478260869565216,0.4577371611434197
50085,0,0.3114754098360656,1,1,6.0,3,1,0.6000000000000001,0.4000000000000001,0,5,1,8,0,0.33333333333333337,0.0,0.0,0.06521739130434782,0.5968183636419582
50086,1,0.0,1,3,10.0,3,1,0.4,0.8,0,2,0,2,0,0.0,0.4375,0.5333333333333333,0.17391304347826086,0.6277116218960583
50087,0,0.04918032786885246,0,1,6.0,4,1,0.4,0.6000000000000001,0,3,2,2,0,0.7333333333333333,0.125,0.26666666666666666,0.17391304347826086,0.5684482599464599
50088,0,0.0,0,3,26.0,4,0,0.4,0.4000000000000001,2,3,2,2,0,0.20000000000000007,0.0625,0.0,0.15217391304347827,0.6148189175051539
50089,0,0.39344262295081966,1,1,14.0,4,1,0.4,0.6000000000000001,0,4,0,6,0,0.33333333333333337,0.0625,0.2,0.06521739130434782,0.6920212929628603
50090,1,0.0,2,1,14.0,1,0,0.4,0.4000000000000001,3,5,2,6,1,0.0,0.0625,0.0,0.08695652173913043,0.38945813717345146
50091,0,0.22950819672131148,1,3,12.0,4,0,0.6000000000000001,0.4000000000000001,0,2,2,4,1,0.4666666666666667,0.0,0.06666666666666667,0.0,0.7258992584387213
50092,1,0.0,0,3,32.0,5,0,0.4,0.6000000000000001,2,5,2,6,0,0.2666666666666667,0.0,0.0,0.021739130434782608,0.5137388842733622
50093,1,0.14754098360655737,2,1,6.0,2,1,0.4,0.4000000000000001,3,3,2,1,0,0.20000000000000007,0.0,0.0,0.10869565217391304,0.3710268008246408
50094,0,0.29508196721311475,0,3,12.0,3,0,0.4,0.6000000000000001,0,2,2,7,0,0.06666666666666676,0.75,0.7333333333333334,0.17391304347826086,0.5804793993661344
50095,0,0.4426229508196722,1,3,9.0,5,0,0.4,0.4000000000000001,2,5,0,3,0,0.20000000000000007,0.0625,0.0,0.10869565217391304,0.49047663005015535
50096,0,0.14754098360655737,1,1,11.0,4,1,0.6000000000000001,0.4000000000000001,2,4,2,9,0,0.33333333333333337,0.0,0.13333333333333336,0.15217391304347827,0.48967660543401326
50097,0,0.09836065573770492,2,1,14.0,0,0,0.4,0.6000000000000001,3,4,0,7,0,0.6666666666666666,0.0,0.0,0.021739130434782608,0.3883811809594141
50098,0,0.1639344262295082,0,1,17.0,6,1,0.4,0.4000000000000001,0,2,1,2,1,0.20000000000000007,0.0,0.0,0.06521739130434782,0.6826363888119634
50099,0,0.18032786885245902,1,3,9.0,4,1,0.6000000000000001,0.4000000000000001,0,3,1,1,0,0.06666666666666676,0.0625,0.26666666666666666,0.2826086956521739,0.6341425890027385
50100,0,0.06557377049180328,0,1,6.0,3,1,0.4,0.8,2,3,0,1,0,0.06666666666666676,0.0625,0.0,0.08695652173913043,0.44139819686759585
50101,0,0.14754098360655737,2,1,9.0,4,1,0.6000000000000001,0.6000000000000001,3,2,0,4,0,0.4,0.0,0.0,0.0,0.3746884519523678
50102,0,0.1639344262295082,0,3,10.0,5,1,0.4,0.4000000000000001,4,2,1,5,0,0.4,0.0625,0.26666666666666666,0.17391304347826086,0.0
50103,0,0.03278688524590164,0,3,6.0,3,0,0.4,0.4000000000000001,0,2,0,2,0,0.20000000000000007,0.25,0.2,0.021739130434782608,0.551340041232038
50104,0,0.13114754098360656,0,3,6.0,5,0,0.6000000000000001,0.4000000000000001,0,3,2,2,0,0.20000000000000007,0.0625,0.0,0.17391304347826086,0.578140865872796
50105,1,0.0,2,1,14.0,0,1,0.4,0.6000000000000001,3,2,2,2,1,0.13333333333333341,0.0,0.0,0.021739130434782608,0.3812117295916797
50106,0,0.4098360655737705,2,1,8.0,4,0,0.4,0.6000000000000001,3,2,2,8,0,0.2666666666666667,0.0,0.06666666666666667,0.043478260869565216,0.40653558571032955
50107,0,0.24590163934426232,1,1,10.0,2,1,0.4,0.4000000000000001,5,2,0,2,0,0.2666666666666667,0.0,0.6666666666666666,0.32608695652173914,0.8994738299639988
50108,0,0.14754098360655737,2,2,12.0,0,1,0.4,0.4000000000000001,3,3,0,9,0,0.4,0.125,0.06666666666666667,0.043478260869565216,0.3774577679313209
50109,0,0.3770491803278689,1,3,6.0,3,0,0.6000000000000001,0.4000000000000001,5,2,1,4,0,0.2666666666666667,0.0625,0.0,0.13043478260869565,0.9082433305640173
50110,1,0.0,2,1,14.0,0,1,0.4,0.4000000000000001,3,2,0,6,1,0.13333333333333341,0.0,0.0,0.08695652173913043,0.3826579279362442
50111,0,0.26229508196721313,1,3,22.0,5,0,0.6000000000000001,0.4000000000000001,1,2,0,6,1,0.7333333333333333,0.0,0.06666666666666667,0.19565217391304346,0.8019939075048462
50112,1,0.0,2,1,8.0,4,0,0.6000000000000001,0.4000000000000001,3,5,0,8,0,0.6,0.0625,0.0,0.15217391304347827,0.39099664605064766
50113,0,0.4098360655737705,0,3,8.0,4,1,0.6000000000000001,0.6000000000000001,5,3,2,2,1,0.4666666666666667,0.0625,0.9333333333333333,0.2608695652173913,0.8944275208467952
50114,0,0.0819672131147541,2,3,10.0,4,0,0.4,0.4000000000000001,4,4,0,3,0,0.0,0.0625,0.0,0.043478260869565216,0.4286593433644112
50115,1,0.0,2,1,6.0,4,1,0.6000000000000001,0.6000000000000001,4,3,2,1,1,0.20000000000000007,0.0625,0.0,0.043478260869565216,0.4224745376780824
50116,0,0.14754098360655737,2,1,6.0,0,0,0.6000000000000001,0.4000000000000001,3,3,1,8,0,0.20000000000000007,0.0,0.0,0.043478260869565216,0.37638081171728355
50117,0,0.0819672131147541,0,3,32.0,5,1,0.6000000000000001,0.4000000000000001,2,2,0,1,0,0.4666666666666667,0.0625,0.06666666666666667,0.043478260869565216,0.4450906181728668
50118,0,0.22950819672131148,2,1,25.0,4,1,0.6000000000000001,0.4000000000000001,2,5,1,3,0,0.33333333333333337,0.0625,0.0,0.0,0.4022277608541801
50119,0,0.21311475409836067,2,1,30.0,1,1,0.6000000000000001,0.4000000000000001,2,2,1,2,0,0.4,0.125,0.2,0.15217391304347827,0.40982799470752945
50120,0,0.29508196721311475,1,1,6.0,6,1,0.6000000000000001,0.2,5,2,0,1,0,0.2666666666666667,0.0625,0.0,0.15217391304347827,0.898550724637681
50121,0,0.06557377049180328,0,1,9.0,3,1,0.6000000000000001,0.4000000000000001,0,3,1,10,0,0.06666666666666676,0.0625,0.06666666666666667,0.043478260869565216,0.7284839533524108
50122,0,0.09836065573770492,2,1,11.0,4,0,0.6000000000000001,0.6000000000000001,3,2,0,2,0,0.13333333333333341,0.0,0.0,0.043478260869565216,0.3972737622696083
50123,0,0.11475409836065574,1,1,8.0,4,1,0.4,0.6000000000000001,2,5,0,7,0,0.13333333333333341,0.0,0.26666666666666666,0.19565217391304346,0.49099972306840206
50124,0,0.1639344262295082,2,1,6.0,3,0,0.4,0.6000000000000001,4,5,0,3,0,0.20000000000000007,0.0625,0.0,0.043478260869565216,0.428320871411428
50125,0,0.29508196721311475,0,1,13.0,4,1,0.6000000000000001,0.2,2,3,0,5,0,0.4,0.0,0.0,0.043478260869565216,0.505677097756854
50126,1,0.0,0,1,16.0,3,1,0.6000000000000001,0.4000000000000001,0,3,1,7,0,0.0,0.0625,0.0,0.0,0.6168805194005968
50127,0,0.19672131147540983,0,1,8.0,2,0,0.6000000000000001,0.4000000000000001,0,3,2,1,0,0.9333333333333335,0.625,0.6666666666666666,0.06521739130434782,0.6442659774146896
50128,0,0.03278688524590164,2,1,14.0,4,1,0.4,0.4000000000000001,3,2,2,2,0,0.5333333333333333,0.0,0.0,0.10869565217391304,0.37970399089202744
50129,0,0.24590163934426232,1,1,23.0,4,0,0.4,0.2,2,5,2,4,1,0.13333333333333341,0.0,0.0,0.043478260869565216,0.5090925874642296
50130,0,0.03278688524590164,1,3,26.0,5,1,0.4,0.4000000000000001,2,2,1,3,0,0.20000000000000007,0.0625,0.0,0.043478260869565216,0.5209698759961845
50131,0,0.0,2,1,6.0,4,0,0.6000000000000001,0.4000000000000001,2,3,0,1,0,0.06666666666666676,0.0625,0.0,0.043478260869565216,0.45841410504938607
50132,0,0.24590163934426232,2,1,14.0,0,0,0.4,0.6000000000000001,3,5,1,1,1,0.0,0.25,0.4,0.17391304347826086,0.3874888458106403
50133,0,0.21311475409836067,1,1,8.0,3,1,0.4,0.4000000000000001,5,3,1,1,0,0.2666666666666667,0.0,0.13333333333333336,0.19565217391304346,0.9057509461829595
50134,0,0.39344262295081966,2,1,6.0,4,1,0.6000000000000001,0.4000000000000001,3,2,0,2,0,0.0,0.0625,0.0,0.0,0.39148896889135043
50135,1,0.0,0,1,35.0,0,1,0.6000000000000001,0.6000000000000001,3,4,2,1,0,0.0,0.0625,0.0,0.08695652173913043,0.4147512231145573
50136,0,0.0819672131147541,0,1,13.0,4,1,0.6000000000000001,0.2,3,4,0,2,0,0.6,0.0,0.0,0.06521739130434782,0.3936736514969691
50137,0,0.18032786885245902,0,3,8.0,4,1,0.4,0.6000000000000001,2,2,0,4,0,0.4666666666666667,0.375,0.4,0.10869565217391304,0.4692144373673036
50138,0,0.14754098360655737,2,1,8.0,2,1,0.4,0.6000000000000001,2,5,2,5,0,0.13333333333333341,0.0,0.0,0.08695652173913043,0.3746576817748238
50139,0,0.3114754098360656,1,3,8.0,2,0,0.6000000000000001,0.8,1,4,0,4,1,0.06666666666666676,0.0625,0.4,0.15217391304347827,0.8268562109603372
50140,1,0.0,2,1,8.0,4,1,0.6000000000000001,0.4000000000000001,3,3,2,3,0,0.0,0.0625,0.0,0.0,0.4149358441798209
50141,0,0.03278688524590164,1,3,8.0,3,1,0.6000000000000001,0.6000000000000001,2,4,0,3,0,0.5333333333333333,0.0,0.0,0.0,0.5121388350410782
50142,0,0.06557377049180328,1,1,29.0,3,1,0.6000000000000001,0.6000000000000001,2,2,0,1,0,0.6666666666666666,0.0625,0.4,0.17391304347826086,0.4794609064894304
50143,0,0.0,0,1,11.0,4,1,0.4,0.2,2,5,1,2,0,0.06666666666666676,0.0625,0.0,0.10869565217391304,0.430782485614942
50144,0,0.29508196721311475,1,1,26.0,3,1,0.6000000000000001,0.4000000000000001,1,2,0,1,1,0.20000000000000007,0.0,0.06666666666666667,0.21739130434782608,0.7229760915720482
50145,0,0.14754098360655737,2,1,12.0,4,1,0.4,0.4000000000000001,3,2,0,1,0,0.0,0.25,0.6,0.2391304347826087,0.4064740453552417
50146,0,0.45901639344262296,1,1,6.0,3,1,0.4,0.4000000000000001,5,5,2,1,1,0.20000000000000007,0.0625,0.2,0.2826086956521739,0.8937198067632849
50147,1,0.1639344262295082,0,1,35.0,4,1,0.4,0.4000000000000001,0,4,0,2,1,0.06666666666666676,0.3125,0.5333333333333333,0.06521739130434782,0.6722976091572048
50148,0,0.14754098360655737,2,1,15.0,0,1,0.6000000000000001,0.4000000000000001,3,2,0,2,0,0.7999999999999999,0.0625,0.0,0.08695652173913043,0.3713960429551678
50149,0,0.1639344262295082,1,3,12.0,3,1,0.6000000000000001,0.4000000000000001,2,2,0,5,0,0.20000000000000007,0.0,0.0,0.021739130434782608,0.507769469829841
50150,0,0.0,2,1,9.0,0,1,0.6000000000000001,0.6000000000000001,3,3,2,2,0,0.4,0.0625,0.0,0.0,0.4070894489061202
50151,0,0.1639344262295082,0,1,6.0,3,0,0.0,0.4000000000000001,0,2,1,3,1,0.4666666666666667,0.0,0.06666666666666667,0.043478260869565216,0.7262685005692482
50152,0,0.03278688524590164,1,1,28.0,4,0,0.6000000000000001,0.2,0,4,1,8,0,0.4666666666666667,0.3125,0.33333333333333337,0.06521739130434782,0.6768208252561616
50153,0,0.18032786885245902,1,3,13.0,3,0,0.4,0.2,2,5,1,2,1,0.8666666666666668,0.0,0.4,0.15217391304347827,0.4801686205729407
50154,0,0.0,0,1,6.0,4,0,0.4,0.4000000000000001,2,4,1,2,0,0.6,0.0,0.0,0.08695652173913043,0.5045386011877289
50155,0,0.3770491803278689,1,1,10.0,4,1,0.6000000000000001,0.4000000000000001,5,4,1,4,0,0.20000000000000007,0.0625,0.0,0.13043478260869565,0.8967660543401335
50156,0,0.42622950819672134,1,1,9.0,3,1,0.4,0.4000000000000001,1,3,0,4,1,0.33333333333333337,0.0625,0.0,0.06521739130434782,0.8487645773716113
50157,0,0.24590163934426232,2,3,6.0,4,1,0.4,0.4000000000000001,2,3,0,2,0,0.9333333333333335,0.25,0.6666666666666666,0.13043478260869565,0.4586910366472814
50158,0,0.03278688524590164,0,3,8.0,4,1,0.4,0.4000000000000001,2,2,2,2,0,0.4666666666666667,0.0,0.0,0.19565217391304346,0.4478291639742761
50159,0,0.45901639344262296,1,1,26.0,1,1,0.4,0.4000000000000001,2,2,0,4,1,0.5333333333333333,0.0625,0.0,0.17391304347826086,0.47432228683959504
50160,0,0.0,0,1,17.0,3,1,0.4,0.4000000000000001,2,5,0,2,1,0.13333333333333341,0.125,0.13333333333333336,0.06521739130434782,0.45358318717498997
50161,0,0.14754098360655737,2,1,6.0,4,0,0.4,0.4000000000000001,3,2,2,2,0,0.06666666666666676,0.0625,0.26666666666666666,0.15217391304347827,0.37278070094464444
